tag,type,n,text,xml:id,who,lemma,ana,part,next,rendition,prev,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,,2,4,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,28,
w,,2.4.46,comes,fs-tgv-0113410,,come,#vvz,,,,,2,4,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,28,#Sylvia_TGV
c,,, ,,,,,,,,,2,4,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,28,
w,,2.4.46,my,fs-tgv-0113430,,my,#po,,,,,2,4,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,28,#Sylvia_TGV
c,,, ,,,,,,,,,2,4,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,28,
w,,2.4.47,father,fs-tgv-0113440,,father,#n1,,,,,2,4,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,28,#Sylvia_TGV
pc,,2.4.47,.,fs-tgv-0113450,,,,,,,,2,4,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,28,#Sylvia_TGV
stage,entrance,SD 2.4.47.1,,stg-0704.1,{'#Duke_TGV'},,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,SD 2.4.47.1,Enter,fs-tgv-0113460,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,SD 2.4.47.1,Duke,fs-tgv-0113480,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
pc,,SD 2.4.47.1,.,fs-tgv-0113490,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
sp,,,,sp-0705,{'#Duke_TGV'},,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
l,,2.4.48,,ftln-0705,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
w,,2.4.48,Now,fs-tgv-0113510,,now,#av,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
pc,,2.4.48,",",fs-tgv-0113520,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.48,daughter,fs-tgv-0113540,,daughter,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.48,Sylvia,fs-tgv-0113560,,Sylvia,#n1-nn,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
pc,,2.4.48,",",fs-tgv-0113570,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.48,you,fs-tgv-0113590,,you,#pn,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.48,are,fs-tgv-0113610,,be,#vvb,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.48,hard,fs-tgv-0113630,,hard,#av_j,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.48,beset,fs-tgv-0113650,,beset,#vvn,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
pc,,2.4.48,.,fs-tgv-0113660,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
pc,,2.4.48,—,fs-tgv-0113670,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
l,,2.4.49,,ftln-0706,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
w,,2.4.49,Sir,fs-tgv-0113680,,sir,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.49,Valentine,fs-tgv-0113700,,Valentine,#n1-nn,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
pc,,2.4.49,",",fs-tgv-0113710,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.49,your,fs-tgv-0113730,,your,#po,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.49,father,fs-tgv-0113750,,father,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.49,is,fs-tgv-0113770,,be,#vvz,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.49,in,fs-tgv-0113790,,in,#acp-p,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.49,good,fs-tgv-0113810,,good,#j,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.49,health,fs-tgv-0113830,,health,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
pc,,2.4.49,.,fs-tgv-0113840,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
l,,2.4.50,,ftln-0707,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
w,,2.4.50,What,fs-tgv-0113850,,what,#crq-q,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.50,say,fs-tgv-0113870,,say,#vvb,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.50,you,fs-tgv-0113890,,you,#pn,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.50,to,fs-tgv-0113910,,to,#acp-p,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.50,a,fs-tgv-0113930,,a,#d,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.50,letter,fs-tgv-0113950,,letter,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.50,from,fs-tgv-0113970,,from,#acp-p,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.50,your,fs-tgv-0113990,,your,#po,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.50,friends,fs-tgv-0114010,,friend,#n2,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
l,,2.4.51,,ftln-0708,,,,I,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
w,,2.4.51,Of,fs-tgv-0114020,,of,#acp-p,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.51,much,fs-tgv-0114040,,much,#d,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.51,good,fs-tgv-0114060,,good,#j,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.51,news,fs-tgv-0114080,,news,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
pc,,2.4.51,?,fs-tgv-0114090,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
sp,,,,sp-0709,{'#Valentine_TGV'},,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
l,,2.4.52,,ftln-0709,,,,F,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
w,,2.4.52,My,fs-tgv-0114110,,my,#po,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.52,lord,fs-tgv-0114130,,lord,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
pc,,2.4.52,",",fs-tgv-0114140,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.52,I,fs-tgv-0114160,,i,#pns,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.52,will,fs-tgv-0114180,,will,#vmb,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.52,be,fs-tgv-0114200,,be,#vvi,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.52,thankful,fs-tgv-0114220,,thankful,#j,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
l,,2.4.53,,ftln-0710,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
w,,2.4.53,To,fs-tgv-0114230,,to,#acp-p,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.53,any,fs-tgv-0114250,,any,#d,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.53,happy,fs-tgv-0114270,,happy,#j,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.53,messenger,fs-tgv-0114290,,messenger,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.53,from,fs-tgv-0114310,,from,#acp-p,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.53,thence,fs-tgv-0114330,,thence,#av,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
pc,,2.4.53,.,fs-tgv-0114340,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
sp,,,,sp-0711,{'#Duke_TGV'},,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
l,,2.4.54,,ftln-0711,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
w,,2.4.54,Know,fs-tgv-0114360,,know,#vvb,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.54,you,fs-tgv-0114380,,you,#pn,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.54,Don,fs-tgv-0114400,,don,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.54,Antonio,fs-tgv-0114420,,Antonio,#n1-nn,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
pc,,2.4.54,",",fs-tgv-0114430,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.54,your,fs-tgv-0114450,,your,#po,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.54,countryman,fs-tgv-0114470,,countryman,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
pc,,2.4.54,?,fs-tgv-0114480,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
sp,,,,sp-0712,{'#Valentine_TGV'},,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
l,,2.4.55,,ftln-0712,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
w,,2.4.55,Ay,fs-tgv-0114500,,ay,#uh,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
pc,,2.4.55,",",fs-tgv-0114510,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.55,my,fs-tgv-0114530,,my,#po,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.55,good,fs-tgv-0114550,,good,#j,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.55,lord,fs-tgv-0114570,,lord,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
pc,,2.4.55,",",fs-tgv-0114580,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.55,I,fs-tgv-0114600,,i,#pns,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.55,know,fs-tgv-0114620,,know,#vvb,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.55,the,fs-tgv-0114640,,the,#d,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.55,gentleman,fs-tgv-0114660,,gentleman,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
l,,2.4.56,,ftln-0713,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
w,,2.4.56,To,fs-tgv-0114670,,to,#acp-cs,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.56,be,fs-tgv-0114690,,be,#vvi,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.56,of,fs-tgv-0114710,,of,#acp-p,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.56,worth,fs-tgv-0114730,,worth,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.56,and,fs-tgv-0114750,,and,#cc,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.56,worthy,fs-tgv-0114770,,worthy,#j,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.56,estimation,fs-tgv-0114790,,estimation,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
pc,,2.4.56,",",fs-tgv-0114800,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
l,,2.4.57,,ftln-0714,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
w,,2.4.57,And,fs-tgv-0114810,,and,#cc,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.57,not,fs-tgv-0114830,,not,#xx,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.57,without,fs-tgv-0114850,,without,#acp-p,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.57,desert,fs-tgv-0114870,,desert,#n1,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.57,so,fs-tgv-0114890,,so,#av,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.57,well,fs-tgv-0114910,,well,#av,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
c,,, ,,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,
w,,2.4.57,reputed,fs-tgv-0114930,,repute,#vvn,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
pc,,2.4.57,.,fs-tgv-0114940,,,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Valentine_TGV
sp,,,,sp-0715,{'#Duke_TGV'},,,,,,,2,4,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,#Duke_TGV
