tag,type,n,text,xml:id,who,ana,lemma,rendition,part,prev,act,scene,onstage,stagegroup_raw,speaker
l,,1.2.570,,ftln-0641,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
w,,1.2.570,Who,fs-tmp-0094270,,#crq-r,who,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.570,mak’st,fs-tmp-0094290,,#vv2,make,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.570,a,fs-tmp-0094310,,#d,a,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.570,show,fs-tmp-0094330,,#n1,show,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
pc,,1.2.570,",",fs-tmp-0094340,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.570,but,fs-tmp-0094360,,#acp-cc,but,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.570,dar’st,fs-tmp-0094380,,#vv2,dare,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.570,not,fs-tmp-0094400,,#xx,not,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.570,strike,fs-tmp-0094420,,#vvi,strike,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
pc,,1.2.570,",",fs-tmp-0094430,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.570,thy,fs-tmp-0094450,,#po,thy,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.571,conscience,fs-tmp-0094460,,#n1,conscience,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
l,,1.2.572,,ftln-0643,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
w,,1.2.572,Is,fs-tmp-0094470,,#vvz,be,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.572,so,fs-tmp-0094490,,#av,so,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.572,possessed,fs-tmp-0094510,,#vvn,possess,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.572,with,fs-tmp-0094530,,#acp-p,with,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.572,guilt,fs-tmp-0094550,,#n1,guilt,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
pc,,1.2.572,.,fs-tmp-0094560,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.572,Come,fs-tmp-0094580,,#vvb,come,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.572,from,fs-tmp-0094600,,#acp-p,from,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.572,thy,fs-tmp-0094620,,#po,thy,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.572,ward,fs-tmp-0094640,,#n1,ward,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
pc,,1.2.572,",",fs-tmp-0094650,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
l,,1.2.573,,ftln-0644,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
w,,1.2.573,For,fs-tmp-0094660,,#acp-cs,for,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.573,I,fs-tmp-0094680,,#pns,i,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.573,can,fs-tmp-0094700,,#vmb,can,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.573,here,fs-tmp-0094720,,#av,here,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.573,disarm,fs-tmp-0094740,,#vvi,disarm,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.573,thee,fs-tmp-0094760,,#pno,thou,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.573,with,fs-tmp-0094780,,#acp-p,with,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.573,this,fs-tmp-0094800,,#d,this,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.573,stick,fs-tmp-0094820,,#n1,stick,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
l,,1.2.574,,ftln-0645,,,,,I,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
w,,1.2.574,And,fs-tmp-0094830,,#cc,and,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.574,make,fs-tmp-0094850,,#vvb,make,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.574,thy,fs-tmp-0094870,,#po,thy,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.574,weapon,fs-tmp-0094890,,#n1,weapon,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.574,drop,fs-tmp-0094910,,#vvi,drop,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
pc,,1.2.574,.,fs-tmp-0094920,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
sp,,,,sp-0646,{'#Miranda_Tmp'},,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
l,,1.2.575,,ftln-0646,,,,,F,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
w,,1.2.575,Beseech,fs-tmp-0094940,,#vvb,beseech,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.575,you,fs-tmp-0094960,,#pn,you,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
pc,,1.2.575,",",fs-tmp-0094970,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.575,father,fs-tmp-0094990,,#n1,father,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
pc,,1.2.575,—,fs-tmp-0095000,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
sp,,,,sp-0647,{'#Prospero_Tmp'},,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
l,,1.2.576,,ftln-0647,,,,,I,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
w,,1.2.576,Hence,fs-tmp-0095020,,#av,hence,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
pc,,1.2.576,!,fs-tmp-0095030,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.576,Hang,fs-tmp-0095050,,#vvb,hang,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.576,not,fs-tmp-0095070,,#xx,not,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.576,on,fs-tmp-0095090,,#acp-p,on,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.576,my,fs-tmp-0095110,,#po,my,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.576,garments,fs-tmp-0095130,,#n2,garment,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
pc,,1.2.576,.,fs-tmp-0095140,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
sp,,,,sp-0648,{'#Miranda_Tmp'},,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
l,,1.2.577,,ftln-0648,,,,,F,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
w,,1.2.577,Sir,fs-tmp-0095160,,#n1,sir,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
pc,,1.2.577,",",fs-tmp-0095170,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.577,have,fs-tmp-0095190,,#vvb,have,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.577,pity,fs-tmp-0095210,,#n1,pity,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
pc,,1.2.577,.,fs-tmp-0095220,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
l,,1.2.578,,ftln-0649,,,,,I,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
w,,1.2.578,I’ll,fs-tmp-0095230,,#pns|vmb,i|will,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.578,be,fs-tmp-0095250,,#vvi,be,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.578,his,fs-tmp-0095270,,#po,his,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.578,surety,fs-tmp-0095290,,#n1,surety,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
pc,,1.2.578,.,fs-tmp-0095300,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Miranda_Tmp
sp,,,,sp-0650,{'#Prospero_Tmp'},,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
l,,1.2.579,,ftln-0650,,,,,F,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
w,,1.2.579,Silence,fs-tmp-0095320,,#n1,silence,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
pc,,1.2.579,!,fs-tmp-0095330,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.579,One,fs-tmp-0095350,,#crd,one,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.579,word,fs-tmp-0095370,,#n1,word,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.579,more,fs-tmp-0095390,,#av-c_d,more,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
l,,1.2.580,,ftln-0651,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
w,,1.2.580,Shall,fs-tmp-0095400,,#vmb,shall,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.580,make,fs-tmp-0095420,,#vvi,make,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.580,me,fs-tmp-0095440,,#pno,i,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.580,chide,fs-tmp-0095460,,#vvi,chide,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.580,thee,fs-tmp-0095480,,#pno,thou,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
pc,,1.2.580,",",fs-tmp-0095490,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.580,if,fs-tmp-0095510,,#cs,if,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.580,not,fs-tmp-0095530,,#xx,not,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.580,hate,fs-tmp-0095550,,#vvb,hate,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.580,thee,fs-tmp-0095570,,#pno,thou,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
pc,,1.2.580,.,fs-tmp-0095580,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.580,What,fs-tmp-0095600,,#crq-q,what,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
pc,,1.2.580,",",fs-tmp-0095610,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
l,,1.2.581,,ftln-0652,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
w,,1.2.581,An,fs-tmp-0095620,,#d,a,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.581,advocate,fs-tmp-0095640,,#n1,advocate,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.581,for,fs-tmp-0095660,,#acp-p,for,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.581,an,fs-tmp-0095680,,#d,a,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.581,impostor,fs-tmp-0095700,,#n1,impostor,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
pc,,1.2.581,?,fs-tmp-0095710,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.581,Hush,fs-tmp-0095730,,#uh_j,hush,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
pc,,1.2.581,.,fs-tmp-0095740,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
l,,1.2.582,,ftln-0653,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
w,,1.2.582,Thou,fs-tmp-0095750,,#pns,thou,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.582,think’st,fs-tmp-0095770,,#vv2,think,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.582,there,fs-tmp-0095790,,#acp-av,there,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.582,is,fs-tmp-0095810,,#vvz,be,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
w,,1.2.582,no,fs-tmp-0095830,,#av-x_d,no,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,#Prospero_Tmp
c,,, ,,,,,,,,1,2,#Ariel_Tmp #Ferdinand_Tmp #Miranda_Tmp #Prospero_Tmp,20,
