tag,type,n,text,xml:id,who,lemma,ana,rendition,part,prev,act,scene,onstage,stagegroup_raw,speaker
pc,,1.2.159,.,fs-ayl-0056660,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#LORDS.FREDERICK.LeBeau_AYL
sp,,,,sp-0330,{'#Orlando_AYL'},,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
p,,,,p-0330,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
lb,,1.2.160,,ftln-0330,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
w,,1.2.160,I,fs-ayl-0056680,,i,#pns,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.160,attend,fs-ayl-0056700,,attend,#vvb,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.160,them,fs-ayl-0056720,,they,#pno,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.160,with,fs-ayl-0056740,,with,#acp-p,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.160,all,fs-ayl-0056760,,all,#d,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.160,respect,fs-ayl-0056780,,respect,#n1,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.160,and,fs-ayl-0056800,,and,#cc,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.160,duty,fs-ayl-0056820,,duty,#n1,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
pc,,1.2.160,.,fs-ayl-0056830,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
sp,,,,sp-0331,{'#Rosalind_AYL'},,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Rosalind_AYL
p,,,,p-0331,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
lb,,1.2.161,,ftln-0331,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Rosalind_AYL
w,,1.2.161,Young,fs-ayl-0056850,,young,#j,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Rosalind_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.161,man,fs-ayl-0056870,,man,#n1,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Rosalind_AYL
pc,,1.2.161,",",fs-ayl-0056880,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Rosalind_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.161,have,fs-ayl-0056900,,have,#vvb,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Rosalind_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.161,you,fs-ayl-0056920,,you,#pn,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Rosalind_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.161,challenged,fs-ayl-0056940,,challenge,#vvn,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Rosalind_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.161,Charles,fs-ayl-0056960,,Charles,#n1-nn,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Rosalind_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.161,the,fs-ayl-0056980,,the,#d,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Rosalind_AYL
lb,,1.2.162,,ftln-0332,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Rosalind_AYL
w,,1.2.162,wrestler,fs-ayl-0056990,,wrestler,#n1,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Rosalind_AYL
pc,,1.2.162,?,fs-ayl-0057000,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Rosalind_AYL
sp,,,,sp-0333,{'#Orlando_AYL'},,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
p,,,,p-0333,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
lb,,1.2.163,,ftln-0333,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
w,,1.2.163,No,fs-ayl-0057020,,no,#uh-x,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
pc,,1.2.163,",",fs-ayl-0057030,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.163,fair,fs-ayl-0057050,,fair,#j,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.163,princess,fs-ayl-0057070,,princess,#n1,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
pc,,1.2.163,.,fs-ayl-0057080,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.163,He,fs-ayl-0057100,,he,#pns,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.163,is,fs-ayl-0057120,,be,#vvz,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.163,the,fs-ayl-0057140,,the,#d,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.163,general,fs-ayl-0057160,,general,#j,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.163,challenger,fs-ayl-0057180,,challenger,#n1,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
pc,,1.2.163,.,fs-ayl-0057190,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
lb,,1.2.164,,ftln-0334,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
w,,1.2.164,I,fs-ayl-0057200,,i,#pns,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.164,come,fs-ayl-0057220,,come,#vvb,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.164,but,fs-ayl-0057240,,but,#acp-av,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.164,in,fs-ayl-0057260,,in,#acp-p,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.164,as,fs-ayl-0057280,,as,#acp-cs,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.164,others,fs-ayl-0057300,,other,#pi2_d,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.164,do,fs-ayl-0057320,,do,#vvb,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
pc,,1.2.164,",",fs-ayl-0057330,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.164,to,fs-ayl-0057350,,to,#acp-cs,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.164,try,fs-ayl-0057370,,try,#vvi,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.164,with,fs-ayl-0057390,,with,#acp-p,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.164,him,fs-ayl-0057410,,he,#pno,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.164,the,fs-ayl-0057430,,the,#d,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
lb,,1.2.165,,ftln-0335,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
w,,1.2.165,strength,fs-ayl-0057440,,strength,#n1,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.165,of,fs-ayl-0057460,,of,#acp-p,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.165,my,fs-ayl-0057480,,my,#po,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
c,,, ,,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,
w,,1.2.165,youth,fs-ayl-0057500,,youth,#n1,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
pc,,1.2.165,.,fs-ayl-0057510,,,,,,,1,2,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL,12,#Orlando_AYL
