tag,type,n,text,xml:id,who,lemma,ana,part,prev,rendition,next,unit,corresp,act,scene,onstage,stagegroup_raw,speaker
l,,1.1.98,,ftln-0098,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
w,,1.1.98,Did,fs-ham-0013990,,do,#vvd,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.98,slay,fs-ham-0014010,,slay,#vvi,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.98,this,fs-ham-0014030,,this,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.98,Fortinbras,fs-ham-0014050,,Fortinbras,#n1-nn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.98,",",fs-ham-0014060,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.98,who,fs-ham-0014080,,who,#crq-r,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.98,by,fs-ham-0014100,,by,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.98,a,fs-ham-0014120,,a,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.98,sealed,fs-ham-0014140,,seal,#j_vn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.98,compact,fs-ham-0014160,,compact,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.98,",",fs-ham-0014170,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
l,,1.1.99,,ftln-0099,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
w,,1.1.99,Well,fs-ham-0014180,,well,#av,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.99,ratified,fs-ham-0014200,,ratify,#vvn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.99,by,fs-ham-0014220,,by,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.99,law,fs-ham-0014240,,law,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.99,and,fs-ham-0014260,,and,#cc,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.99,heraldry,fs-ham-0014280,,heraldry,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.99,",",fs-ham-0014290,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
l,,1.1.100,,ftln-0100,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
w,,1.1.100,Did,fs-ham-0014300,,do,#vvd,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.100,forfeit,fs-ham-0014320,,forfeit,#vvi,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.100,",",fs-ham-0014330,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.100,with,fs-ham-0014350,,with,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.100,his,fs-ham-0014370,,his,#po,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.100,life,fs-ham-0014390,,life,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.100,",",fs-ham-0014400,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.100,all,fs-ham-0014420,,all,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.100,those,fs-ham-0014440,,those,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.100,his,fs-ham-0014460,,his,#po,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.100,lands,fs-ham-0014480,,land,#n2,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
l,,1.1.101,,ftln-0101,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
w,,1.1.101,Which,fs-ham-0014490,,which,#crq-r,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.101,he,fs-ham-0014510,,he,#pns,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.101,stood,fs-ham-0014530,,stand,#vvd,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.101,seized,fs-ham-0014550,,seize,#vvn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.101,of,fs-ham-0014570,,of,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.101,",",fs-ham-0014580,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.101,to,fs-ham-0014600,,to,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.101,the,fs-ham-0014620,,the,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.101,conqueror,fs-ham-0014640,,conqueror,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.101,.,fs-ham-0014650,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
l,,1.1.102,,ftln-0102,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
w,,1.1.102,Against,fs-ham-0014660,,against,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.102,the,fs-ham-0014680,,the,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.102,which,fs-ham-0014700,,which,#crq-r,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.102,a,fs-ham-0014720,,a,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.102,moiety,fs-ham-0014740,,moiety,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.102,competent,fs-ham-0014760,,competent,#j,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
l,,1.1.103,,ftln-0103,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
w,,1.1.103,Was,fs-ham-0014770,,be,#vvd,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.103,gagèd,fs-ham-0014790,,gage,#vvn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.103,by,fs-ham-0014810,,by,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.103,our,fs-ham-0014830,,our,#po,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.103,king,fs-ham-0014850,,king,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.103,",",fs-ham-0014860,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.103,which,fs-ham-0014880,,which,#crq-r,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.103,had,fs-ham-0014900,,have,#vvd,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.103,returned,fs-ham-0014920,,return,#vvn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
l,,1.1.104,,ftln-0104,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
w,,1.1.104,To,fs-ham-0014930,,to,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.104,the,fs-ham-0014950,,the,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.104,inheritance,fs-ham-0014970,,inheritance,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.104,of,fs-ham-0014990,,of,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.104,Fortinbras,fs-ham-0015010,,Fortinbras,#n1-nn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
l,,1.1.105,,ftln-0105,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
w,,1.1.105,Had,fs-ham-0015020,,have,#vvd,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.105,he,fs-ham-0015040,,he,#pns,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.105,been,fs-ham-0015060,,be,#vvn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.105,vanquisher,fs-ham-0015080,,vanquisher,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.105,",",fs-ham-0015090,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.105,as,fs-ham-0015110,,as,#acp-cs,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.105,",",fs-ham-0015120,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.105,by,fs-ham-0015140,,by,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.105,the,fs-ham-0015160,,the,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.105,same,fs-ham-0015180,,same,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.105,comart,fs-ham-0015200,,comart,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
l,,1.1.106,,ftln-0106,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
w,,1.1.106,And,fs-ham-0015210,,and,#cc,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.106,carriage,fs-ham-0015230,,carriage,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.106,of,fs-ham-0015250,,of,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.106,the,fs-ham-0015270,,the,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.106,article,fs-ham-0015290,,article,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.106,designed,fs-ham-0015310,,design,#vvn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.106,",",fs-ham-0015320,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
l,,1.1.107,,ftln-0107,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
w,,1.1.107,His,fs-ham-0015330,,his,#po,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.107,fell,fs-ham-0015350,,fall,#vvd,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.107,to,fs-ham-0015370,,to,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.107,Hamlet,fs-ham-0015390,,Hamlet,#n1-nn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.107,.,fs-ham-0015400,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.107,Now,fs-ham-0015420,,now,#av,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.107,",",fs-ham-0015430,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.107,sir,fs-ham-0015450,,sir,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.107,",",fs-ham-0015460,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.107,young,fs-ham-0015480,,young,#j,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.107,Fortinbras,fs-ham-0015500,,Fortinbras,#n1-nn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.107,",",fs-ham-0015510,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
l,,1.1.108,,ftln-0108,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
w,,1.1.108,Of,fs-ham-0015520,,of,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.108,unimprovèd,fs-ham-0015540,,unimproved,#j,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.108,mettle,fs-ham-0015560,,mettle,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.108,hot,fs-ham-0015580,,hot,#j,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.108,and,fs-ham-0015600,,and,#cc,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.108,full,fs-ham-0015620,,full,#j,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
pc,,1.1.108,",",fs-ham-0015630,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
l,,1.1.109,,ftln-0109,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
w,,1.1.109,Hath,fs-ham-0015640,,have,#vvz,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.109,in,fs-ham-0015660,,in,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.109,the,fs-ham-0015680,,the,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.109,skirts,fs-ham-0015700,,skirt,#n2,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.109,of,fs-ham-0015720,,of,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.109,Norway,fs-ham-0015740,,Norway,#n1-nn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.109,here,fs-ham-0015760,,here,#av,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.109,and,fs-ham-0015780,,and,#cc,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.109,there,fs-ham-0015800,,there,#acp-av,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
l,,1.1.110,,ftln-0110,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
w,,1.1.110,Sharked,fs-ham-0015810,,shark,#vvd,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.110,up,fs-ham-0015830,,up,#acp-av,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,
w,,1.1.110,a,fs-ham-0015850,,a,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,#Horatio_Ham
