tag,type,n,text,xml:id,who,ana,lemma,part,rendition,next,prev,act,scene,onstage,stagegroup_raw,speaker
w,,1.2.124,office,fs-tim-0068070,,#n1,office,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#SERVANTS.TIMON.X.1_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,
w,,1.2.124,to,fs-tim-0068090,,#acp-cs,to,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#SERVANTS.TIMON.X.1_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,
w,,1.2.124,signify,fs-tim-0068110,,#vvi,signify,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#SERVANTS.TIMON.X.1_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,
w,,1.2.124,their,fs-tim-0068130,,#po,their,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#SERVANTS.TIMON.X.1_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,
w,,1.2.124,pleasures,fs-tim-0068150,,#n2,pleasure,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#SERVANTS.TIMON.X.1_Tim
pc,,1.2.124,.,fs-tim-0068160,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#SERVANTS.TIMON.X.1_Tim
sp,,,,sp-0444,{'#Timon_Tim'},,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#Timon_Tim
p,,,,p-0444,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,
lb,,1.2.125,,ftln-0444,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#Timon_Tim
w,,1.2.125,I,fs-tim-0068180,,#pns,i,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#Timon_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,
w,,1.2.125,pray,fs-tim-0068200,,#vvb,pray,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#Timon_Tim
pc,,1.2.125,",",fs-tim-0068210,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#Timon_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,
w,,1.2.125,let,fs-tim-0068230,,#vvb,let,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#Timon_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,
w,,1.2.125,them,fs-tim-0068250,,#pno,they,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#Timon_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,
w,,1.2.125,be,fs-tim-0068270,,#vvi,be,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#Timon_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,
w,,1.2.125,admitted,fs-tim-0068290,,#vvn,admit,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#Timon_Tim
pc,,1.2.125,.,fs-tim-0068300,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #SERVANTS.TIMON.X.1_Tim #Timon_Tim,22,#Timon_Tim
stage,exit,SD 1.2.125,,stg-0444,{'#SERVANTS.TIMON.X.1_Tim'},,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,23,
w,,SD 1.2.125,Servant,fs-tim-0068310,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,23,
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,23,
w,,SD 1.2.125,exits,fs-tim-0068330,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,23,
pc,,SD 1.2.125,.,fs-tim-0068340,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,23,
stage,entrance,SD 1.2.125.1,,stg-0444.1,{'#Cupid_Tim'},,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,SD 1.2.125.1,Enter,fs-tim-0068350,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
pc,,,“,fs-tim--0003s,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,SD 1.2.125.1,Cupid,fs-tim-0068370,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
pc,,SD 1.2.125.1,.,fs-tim-0068380,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
pc,,,”,fs-tim--0003e,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
sp,,,,sp-0445,{'#Cupid_Tim'},,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
l,,1.2.126,,ftln-0445,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
w,,1.2.126,Hail,fs-tim-0068400,,#uh_v,hail,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,1.2.126,to,fs-tim-0068420,,#acp-p,to,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,1.2.126,thee,fs-tim-0068440,,#pno,thou,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
pc,,1.2.126,",",fs-tim-0068450,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,1.2.126,worthy,fs-tim-0068470,,#j,worthy,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,1.2.126,Timon,fs-tim-0068490,,#n1-nn,Timon,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
pc,,1.2.126,",",fs-tim-0068500,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,1.2.126,and,fs-tim-0068520,,#cc,and,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,1.2.126,to,fs-tim-0068540,,#acp-p,to,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,1.2.126,all,fs-tim-0068560,,#d,all,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
l,,1.2.127,,ftln-0446,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
w,,1.2.127,That,fs-tim-0068570,,#cs,that,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,1.2.127,of,fs-tim-0068590,,#acp-p,of,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,1.2.127,his,fs-tim-0068610,,#po,his,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,1.2.127,bounties,fs-tim-0068630,,#n2,bounty,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,1.2.127,taste,fs-tim-0068650,,#vvb,taste,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
pc,,1.2.127,!,fs-tim-0068660,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
c,,, ,,,,,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,
w,,1.2.127,The,fs-tim-0068680,,#d,the,,,,,1,2,#ATTENDANTS.TIMON_Tim #Alcibiades_Tim #Apemantus_Tim #Cupid_Tim #FRIENDS.Lucius_Tim #FRIENDS.Ventidius_Tim #Flavius_Tim #LORDS.0.1_Tim #LORDS.0.2_Tim #LORDS.0.3_Tim #LORDS_Tim #SENATORS_Tim #Timon_Tim,24,#Cupid_Tim
