tag,type,n,text,xml:id,who,lemma,ana,rendition,part,prev,next,act,scene,onstage,stagegroup_raw,speaker
w,,2.1.92,Then,fs-per-0102740,,then,#av,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.92,I’ll,fs-per-0102760,,i|will,#pns|vmb,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.92,turn,fs-per-0102780,,turn,#vvi,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.92,craver,fs-per-0102800,,craver,#n1,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
lb,,2.1.93,,ftln-0637,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
w,,2.1.93,too,fs-per-0102810,,too,#av,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
pc,,2.1.93,",",fs-per-0102820,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.93,and,fs-per-0102840,,and,#cc,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.93,so,fs-per-0102860,,so,#av,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.93,I,fs-per-0102880,,i,#pns,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.93,shall,fs-per-0102900,,shall,#vmb,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.93,’scape,fs-per-0102920,,escape,#vvi,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.93,whipping,fs-per-0102940,,whip,#vvg,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
pc,,2.1.93,.,fs-per-0102950,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
sp,,,,sp-0638,{'#Pericles_Per'},,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#Pericles_Per
p,,,,p-0638,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
lb,,2.1.94,,ftln-0638,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#Pericles_Per
w,,2.1.94,Why,fs-per-0102970,,why,#crq-cs,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#Pericles_Per
pc,,2.1.94,",",fs-per-0102980,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.94,are,fs-per-0103000,,be,#vvb,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.94,your,fs-per-0103020,,your,#po,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.94,beggars,fs-per-0103040,,beggar,#n2,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.94,whipped,fs-per-0103060,,whip,#vvn,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#Pericles_Per
pc,,2.1.94,",",fs-per-0103070,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.94,then,fs-per-0103090,,then,#av,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#Pericles_Per
pc,,2.1.94,?,fs-per-0103100,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#Pericles_Per
sp,,,,sp-0639,{'#FISHERMEN.2_Per'},,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
p,,,,p-0639,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
lb,,2.1.95,,ftln-0639,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
w,,2.1.95,O,fs-per-0103140,,oh,#uh,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
pc,,2.1.95,",",fs-per-0103150,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.95,not,fs-per-0103170,,not,#xx,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.95,all,fs-per-0103190,,all,#d,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
pc,,2.1.95,",",fs-per-0103200,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.95,my,fs-per-0103220,,my,#po,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.95,friend,fs-per-0103240,,friend,#n1,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
pc,,2.1.95,",",fs-per-0103250,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.95,not,fs-per-0103270,,not,#xx,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.95,all,fs-per-0103290,,all,#d,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
pc,,2.1.95,;,fs-per-0103300,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.95,for,fs-per-0103320,,for,#acp-p,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.95,if,fs-per-0103340,,if,#cs,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
lb,,2.1.96,,ftln-0640,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
w,,2.1.96,all,fs-per-0103350,,all,#d,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.96,your,fs-per-0103370,,your,#po,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.96,beggars,fs-per-0103390,,beggar,#n2,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.96,were,fs-per-0103410,,be,#vvd,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.96,whipped,fs-per-0103430,,whip,#vvn,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
pc,,2.1.96,",",fs-per-0103440,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.96,I,fs-per-0103460,,i,#pns,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.96,would,fs-per-0103480,,will,#vmd,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.96,wish,fs-per-0103500,,wish,#vvi,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.96,no,fs-per-0103520,,no,#d-x,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
lb,,2.1.97,,ftln-0641,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
w,,2.1.97,better,fs-per-0103530,,better,#j-c,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.97,office,fs-per-0103550,,office,#n1,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.97,than,fs-per-0103570,,than,#cs,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.97,to,fs-per-0103590,,to,#acp-cs,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.97,be,fs-per-0103610,,be,#vvi,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.97,beadle,fs-per-0103630,,beadle,#n1,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
pc,,2.1.97,.,fs-per-0103640,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
pc,,2.1.97,—,fs-per-0103650,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
w,,2.1.97,But,fs-per-0103660,,but,#acp-cc,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
pc,,2.1.97,",",fs-per-0103670,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.97,master,fs-per-0103690,,master,#n1,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
pc,,2.1.97,",",fs-per-0103700,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.97,I’ll,fs-per-0103720,,i|will,#pns|vmb,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.97,go,fs-per-0103740,,go,#vvi,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
lb,,2.1.98,,ftln-0642,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
w,,2.1.98,draw,fs-per-0103750,,draw,#vvi,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.98,up,fs-per-0103770,,up,#acp-av,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.98,the,fs-per-0103790,,the,#d,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,
w,,2.1.98,net,fs-per-0103810,,net,#n1,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
pc,,2.1.98,.,fs-per-0103820,,,,,,,,2,1,#FISHERMEN.1_Per #FISHERMEN.2_Per #FISHERMEN.3_Per #Pericles_Per,31,#FISHERMEN.2_Per
stage,exit,SD 2.1.98,,stg-0642,"{'#FISHERMEN.2_Per', '#FISHERMEN.3_Per'}",,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,SD 2.1.98,He,fs-per-0103830,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,SD 2.1.98,exits,fs-per-0103850,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,SD 2.1.98,with,fs-per-0103870,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,SD 2.1.98,Third,fs-per-0103890,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,SD 2.1.98,Fisherman,fs-per-0103910,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
pc,,SD 2.1.98,.,fs-per-0103920,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
sp,,,,sp-0643,{'#Pericles_Per'},,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
stage,delivery,SD 2.1.99.0,,stg-0643.0,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
pc,,SD 2.1.99.0,",",fs-per-0103940,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,SD 2.1.99.0,aside,fs-per-0103960,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
l,,2.1.99,,ftln-0643,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
w,,2.1.99,How,fs-per-0103970,,how,#crq-cs,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.99,well,fs-per-0103990,,well,#av,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.99,this,fs-per-0104010,,this,#d,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.99,honest,fs-per-0104030,,honest,#j,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.99,mirth,fs-per-0104050,,mirth,#n1,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.99,becomes,fs-per-0104070,,become,#vvz,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.99,their,fs-per-0104090,,their,#po,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.99,labor,fs-per-0104110,,labour,#n1,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
pc,,2.1.99,!,fs-per-0104120,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
sp,,,,sp-0644,{'#FISHERMEN.1_Per'},,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
p,,,,p-0644,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
lb,,2.1.100,,ftln-0644,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
w,,2.1.100,Hark,fs-per-0104160,,hark,#vvb,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.100,you,fs-per-0104180,,you,#pn,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
pc,,2.1.100,",",fs-per-0104190,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.100,sir,fs-per-0104210,,sir,#n1,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
pc,,2.1.100,",",fs-per-0104220,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.100,do,fs-per-0104240,,do,#vvb,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.100,you,fs-per-0104260,,you,#pn,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.100,know,fs-per-0104280,,know,#vvi,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.100,where,fs-per-0104300,,where,#crq-cs,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
lb,,2.1.101,,ftln-0645,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
w,,2.1.101,you,fs-per-0104310,,you,#pn,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.101,are,fs-per-0104330,,be,#vvb,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
pc,,2.1.101,?,fs-per-0104340,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
sp,,,,sp-0646,{'#Pericles_Per'},,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
p,,,,p-0646,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
lb,,2.1.102,,ftln-0646,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
w,,2.1.102,Not,fs-per-0104360,,not,#xx,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
c,,, ,,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,
w,,2.1.102,well,fs-per-0104380,,well,#av,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
pc,,2.1.102,.,fs-per-0104390,,,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#Pericles_Per
sp,,,,sp-0647,{'#FISHERMEN.1_Per'},,,,,,,2,1,#FISHERMEN.1_Per #Pericles_Per,32,#FISHERMEN.1_Per
