tag,type,n,text,xml:id,who,lemma,ana,part,rendition,prev,next,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,SD 1.5.85,exits,fs-cym-0088750,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
pc,,SD 1.5.85,.,fs-cym-0088760,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
l,,1.5.86,,ftln-0578,,,,F,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
w,,1.5.86,A,fs-cym-0088770,,a,#d,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.86,sly,fs-cym-0088790,,sly,#j,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.86,and,fs-cym-0088810,,and,#cc,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.86,constant,fs-cym-0088830,,constant,#j,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.86,knave,fs-cym-0088850,,knave,#n1,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
pc,,1.5.86,",",fs-cym-0088860,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
l,,1.5.87,,ftln-0579,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
w,,1.5.87,Not,fs-cym-0088870,,not,#xx,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.87,to,fs-cym-0088890,,to,#acp-cs,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.87,be,fs-cym-0088910,,be,#vvi,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.87,shaked,fs-cym-0088930,,shake,#vvn,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
pc,,1.5.87,;,fs-cym-0088940,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.87,the,fs-cym-0088960,,the,#d,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.87,agent,fs-cym-0088980,,agent,#n1,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.87,for,fs-cym-0089000,,for,#acp-p,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.87,his,fs-cym-0089020,,his,#po,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.87,master,fs-cym-0089040,,master,#n1,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
l,,1.5.88,,ftln-0580,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
w,,1.5.88,And,fs-cym-0089050,,and,#cc,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.88,the,fs-cym-0089070,,the,#d,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.88,remembrancer,fs-cym-0089090,,remembrancer,#n1,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.88,of,fs-cym-0089110,,of,#acp-p,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.88,her,fs-cym-0089130,,she,#pno,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.88,to,fs-cym-0089150,,to,#acp-cs,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.88,hold,fs-cym-0089170,,hold,#vvi,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
l,,1.5.89,,ftln-0581,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
w,,1.5.89,The,fs-cym-0089180,,the,#d,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.89,handfast,fs-cym-0089200,,handfast,#j,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.89,to,fs-cym-0089220,,to,#acp-p,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.89,her,fs-cym-0089240,,her,#po,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.89,lord,fs-cym-0089260,,lord,#n1,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
pc,,1.5.89,.,fs-cym-0089270,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.89,I,fs-cym-0089290,,i,#pns,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.89,have,fs-cym-0089310,,have,#vvb,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.89,given,fs-cym-0089330,,give,#vvn,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.89,him,fs-cym-0089350,,he,#pno,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.89,that,fs-cym-0089370,,that,#d,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
l,,1.5.90,,ftln-0582,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
w,,1.5.90,Which,fs-cym-0089380,,which,#crq-r,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
pc,,1.5.90,",",fs-cym-0089390,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.90,if,fs-cym-0089410,,if,#cs,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.90,he,fs-cym-0089430,,he,#pns,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.90,take,fs-cym-0089450,,take,#vvb,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
pc,,1.5.90,",",fs-cym-0089460,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.90,shall,fs-cym-0089480,,shall,#vmb,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.90,quite,fs-cym-0089500,,quite,#av,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.90,unpeople,fs-cym-0089520,,unpeople,#vvi,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.90,her,fs-cym-0089540,,she,#pno,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
l,,1.5.91,,ftln-0583,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
w,,1.5.91,Of,fs-cym-0089550,,of,#acp-p,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.91,liegers,fs-cym-0089570,,leiger,#n2,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.91,for,fs-cym-0089590,,for,#acp-p,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.91,her,fs-cym-0089610,,her,#po,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.91,sweet,fs-cym-0089630,,sweet,#j,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
pc,,1.5.91,",",fs-cym-0089640,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.91,and,fs-cym-0089660,,and,#cc,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.91,which,fs-cym-0089680,,which,#crq-r,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.91,she,fs-cym-0089700,,she,#pns,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.91,after,fs-cym-0089720,,after,#acp-av,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
pc,,1.5.91,",",fs-cym-0089730,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
l,,1.5.92,,ftln-0584,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
w,,1.5.92,Except,fs-cym-0089740,,except,#acp-cs,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.92,she,fs-cym-0089760,,she,#pns,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.92,bend,fs-cym-0089780,,bend,#vvb,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.92,her,fs-cym-0089800,,her,#po,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.92,humor,fs-cym-0089820,,humour,#n1,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
pc,,1.5.92,",",fs-cym-0089830,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.92,shall,fs-cym-0089850,,shall,#vmb,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.92,be,fs-cym-0089870,,be,#vvi,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.92,assured,fs-cym-0089890,,assure,#vvn,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
l,,1.5.93,,ftln-0585,,,,I,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
w,,1.5.93,To,fs-cym-0089900,,to,#acp-cs,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.93,taste,fs-cym-0089920,,taste,#vvi,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.93,of,fs-cym-0089940,,of,#acp-p,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,
w,,1.5.93,too,fs-cym-0089960,,too,#av,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
pc,,1.5.93,.,fs-cym-0089970,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #Queen_Cym,27,#Queen_Cym
stage,entrance,SD 1.5.93.1,,stg-0585.1,"{'#LADIES.QUEEN_Cym', '#Pisanio_Cym'}",,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
w,,SD 1.5.93.1,Enter,fs-cym-0089980,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,SD 1.5.93.1,Pisanio,fs-cym-0090000,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,SD 1.5.93.1,and,fs-cym-0090020,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,SD 1.5.93.1,Ladies,fs-cym-0090040,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,SD 1.5.93.1,carrying,fs-cym-0090060,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,SD 1.5.93.1,flowers,fs-cym-0090080,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
pc,,SD 1.5.93.1,.,fs-cym-0090090,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
stage,delivery,SD 1.5.94,,stg-0586,,,,,indentVerse,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
w,,SD 1.5.94,To,fs-cym-0090100,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,SD 1.5.94,the,fs-cym-0090120,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,SD 1.5.94,Ladies,fs-cym-0090140,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
pc,,SD 1.5.94,.,fs-cym-0090150,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
l,,1.5.94,,ftln-0586,,,,F,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
w,,1.5.94,So,fs-cym-0090170,,so,#av,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
pc,,1.5.94,",",fs-cym-0090180,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,1.5.94,so,fs-cym-0090200,,so,#av,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
pc,,1.5.94,.,fs-cym-0090210,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,1.5.94,Well,fs-cym-0090230,,well,#av,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,1.5.94,done,fs-cym-0090250,,do,#vvn,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
pc,,1.5.94,",",fs-cym-0090260,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,1.5.94,well,fs-cym-0090280,,well,#av,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,1.5.94,done,fs-cym-0090300,,do,#vvn,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
pc,,1.5.94,.,fs-cym-0090310,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
l,,1.5.95,,ftln-0587,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
w,,1.5.95,The,fs-cym-0090320,,the,#d,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,1.5.95,violets,fs-cym-0090340,,violet,#n2,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
pc,,1.5.95,",",fs-cym-0090350,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,1.5.95,cowslips,fs-cym-0090370,,cowslip,#n2,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
pc,,1.5.95,",",fs-cym-0090380,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,1.5.95,and,fs-cym-0090400,,and,#cc,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,1.5.95,the,fs-cym-0090420,,the,#d,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,1.5.95,primroses,fs-cym-0090440,,primrose,#n2,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
l,,1.5.96,,ftln-0588,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
w,,1.5.96,Bear,fs-cym-0090450,,bear,#vvb,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,1.5.96,to,fs-cym-0090470,,to,#acp-p,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,1.5.96,my,fs-cym-0090490,,my,#po,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
c,,, ,,,,,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,
w,,1.5.96,closet,fs-cym-0090510,,closet,#n1,,,,,1,5,#LADIES.QUEEN.0.1_Cym #LADIES.QUEEN_Cym #Pisanio_Cym #Queen_Cym,28,#Queen_Cym
