tag,type,n,text,xml:id,who,lemma,ana,rendition,part,prev,next,act,scene,onstage,stagegroup_raw,speaker
w,,2.1.3,given,fs-lr-0152210,,give,#vvn,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.3,him,fs-lr-0152230,,he,#pno,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.3,notice,fs-lr-0152250,,notice,#n1,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.3,that,fs-lr-0152270,,that,#cs,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.3,the,fs-lr-0152290,,the,#d,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.3,Duke,fs-lr-0152310,,duke,#n1,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.3,of,fs-lr-0152330,,of,#acp-p,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.3,Cornwall,fs-lr-0152350,,Cornwall,#n1-nn,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.3,and,fs-lr-0152370,,and,#cc,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
lb,,2.1.4,,ftln-1003,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
w,,2.1.4,Regan,fs-lr-0152380,,Regan,#n1-nn,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.4,his,fs-lr-0152400,,his,#po,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.4,duchess,fs-lr-0152420,,duchess,#n1,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.4,will,fs-lr-0152440,,will,#vmb,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.4,be,fs-lr-0152460,,be,#vvi,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.4,here,fs-lr-0152480,,here,#av,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.4,with,fs-lr-0152500,,with,#acp-p,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.4,him,fs-lr-0152520,,he,#pno,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.4,this,fs-lr-0152540,,this,#d,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.4,night,fs-lr-0152560,,night,#n1,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
pc,,2.1.4,.,fs-lr-0152570,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
sp,,,,sp-1004,{'#Edmund_Lr'},,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
p,,,,p-1004,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
lb,,2.1.5,,ftln-1004,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
w,,2.1.5,How,fs-lr-0152590,,how,#crq-q,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.5,comes,fs-lr-0152610,,come,#vvz,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.5,that,fs-lr-0152630,,that,#d,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
pc,,2.1.5,?,fs-lr-0152640,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
sp,,,,sp-1005,{'#Curan_Lr'},,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
p,,,,p-1005,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
lb,,2.1.6,,ftln-1005,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
w,,2.1.6,Nay,fs-lr-0152660,,nay,#uh,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
pc,,2.1.6,",",fs-lr-0152670,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.6,I,fs-lr-0152690,,i,#pns,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.6,know,fs-lr-0152710,,know,#vvb,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.6,not,fs-lr-0152730,,not,#xx,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
pc,,2.1.6,.,fs-lr-0152740,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.6,You,fs-lr-0152760,,you,#pn,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.6,have,fs-lr-0152780,,have,#vvb,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.6,heard,fs-lr-0152800,,hear,#vvn,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.6,of,fs-lr-0152820,,of,#acp-p,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.6,the,fs-lr-0152840,,the,#d,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.6,news,fs-lr-0152860,,news,#n1,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
lb,,2.1.7,,ftln-1006,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
w,,2.1.7,abroad,fs-lr-0152870,,abroad,#av,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
pc,,2.1.7,?,fs-lr-0152875,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
pc,,2.1.7,—,fs-lr-0152880,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
w,,2.1.7,I,fs-lr-0152890,,i,#pns,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.7,mean,fs-lr-0152910,,mean,#vvb,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.7,the,fs-lr-0152930,,the,#d,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.7,whispered,fs-lr-0152950,,whisper,#j_vn,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.7,ones,fs-lr-0152970,,one,#pi2,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
pc,,2.1.7,",",fs-lr-0152980,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.7,for,fs-lr-0153000,,for,#acp-cs,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.7,they,fs-lr-0153020,,they,#pns,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.7,are,fs-lr-0153040,,be,#vvb,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
lb,,2.1.8,,ftln-1007,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
w,,2.1.8,yet,fs-lr-0153050,,yet,#av,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.8,but,fs-lr-0153070,,but,#acp-cc,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.8,ear-kissing,fs-lr-0153090,,ear-kissing,#j,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.8,arguments,fs-lr-0153110,,argument,#n2,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
pc,,2.1.8,.,fs-lr-0153120,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
sp,,,,sp-1008,{'#Edmund_Lr'},,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
p,,,,p-1008,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
lb,,2.1.9,,ftln-1008,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
w,,2.1.9,Not,fs-lr-0153140,,not,#xx,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.9,I,fs-lr-0153160,,i,#pns,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
pc,,2.1.9,.,fs-lr-0153170,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.9,Pray,fs-lr-0153190,,pray,#vvb,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.9,you,fs-lr-0153210,,you,#pn,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
pc,,2.1.9,",",fs-lr-0153220,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.9,what,fs-lr-0153240,,what,#crq-q,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.9,are,fs-lr-0153260,,be,#vvb,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.9,they,fs-lr-0153280,,they,#pns,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
pc,,2.1.9,?,fs-lr-0153290,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
sp,,,,sp-1009,{'#Curan_Lr'},,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
p,,,,p-1009,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
lb,,2.1.10,,ftln-1009,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
w,,2.1.10,Have,fs-lr-0153310,,have,#vvb,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.10,you,fs-lr-0153330,,you,#pn,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.10,heard,fs-lr-0153350,,hear,#vvn,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.10,of,fs-lr-0153370,,of,#acp-p,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.10,no,fs-lr-0153390,,no,#d-x,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.10,likely,fs-lr-0153410,,likely,#j,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.10,wars,fs-lr-0153430,,war,#n2,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.10,toward,fs-lr-0153450,,towards,#acp-p,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.10,’twixt,fs-lr-0153470,,betwixt,#acp-p,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
lb,,2.1.11,,ftln-1010,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
w,,2.1.11,the,fs-lr-0153480,,the,#d,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.11,dukes,fs-lr-0153500,,duke,#n2,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.11,of,fs-lr-0153520,,of,#acp-p,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.11,Cornwall,fs-lr-0153540,,Cornwall,#n1-nn,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.11,and,fs-lr-0153560,,and,#cc,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.11,Albany,fs-lr-0153580,,Albany,#n1-nn,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
pc,,2.1.11,?,fs-lr-0153590,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
sp,,,,sp-1011,{'#Edmund_Lr'},,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
p,,,,p-1011,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
lb,,2.1.12,,ftln-1011,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
w,,2.1.12,Not,fs-lr-0153610,,not,#xx,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.12,a,fs-lr-0153630,,a,#d,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.12,word,fs-lr-0153650,,word,#n1,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
pc,,2.1.12,.,fs-lr-0153660,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Edmund_Lr
sp,,,,sp-1012,{'#Curan_Lr'},,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
p,,,,p-1012,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
lb,,2.1.13,,ftln-1012,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
w,,2.1.13,You,fs-lr-0153680,,you,#pn,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.13,may,fs-lr-0153700,,may,#vmb,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.13,do,fs-lr-0153720,,do,#vvi,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
pc,,2.1.13,",",fs-lr-0153730,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.13,then,fs-lr-0153750,,then,#av,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
pc,,2.1.13,",",fs-lr-0153760,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.13,in,fs-lr-0153780,,in,#acp-p,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.13,time,fs-lr-0153800,,time,#n1,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
pc,,2.1.13,.,fs-lr-0153810,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.13,Fare,fs-lr-0153830,,fare,#vvb,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.13,you,fs-lr-0153850,,you,#pn,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.13,well,fs-lr-0153870,,well,#av,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
pc,,2.1.13,",",fs-lr-0153880,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
c,,, ,,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,
w,,2.1.13,sir,fs-lr-0153900,,sir,#n1,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
pc,,2.1.13,.,fs-lr-0153910,,,,,,,,2,1,#Curan_Lr #Edmund_Lr,41,#Curan_Lr
stage,exit,SD 2.1.13.1,,stg-1012.1,{'#Curan_Lr'},,,,,,,2,1,#Edmund_Lr,42,
w,,SD 2.1.13.1,He,fs-lr-0153920,,,,,,,,2,1,#Edmund_Lr,42,
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,SD 2.1.13.1,exits,fs-lr-0153940,,,,,,,,2,1,#Edmund_Lr,42,
pc,,SD 2.1.13.1,.,fs-lr-0153950,,,,,,,,2,1,#Edmund_Lr,42,
sp,,,,sp-1013,{'#Edmund_Lr'},,,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
l,,2.1.14,,ftln-1013,,,,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
w,,2.1.14,The,fs-lr-0153970,,the,#d,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.14,Duke,fs-lr-0153990,,duke,#n1,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.14,be,fs-lr-0154010,,be,#vvb,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.14,here,fs-lr-0154030,,here,#av,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.14,tonight,fs-lr-0154050,,tonight,#av,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
pc,,2.1.14,?,fs-lr-0154060,,,,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.14,The,fs-lr-0154080,,the,#d,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.14,better,fs-lr-0154100,,better,#j-c,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
pc,,2.1.14,",",fs-lr-0154110,,,,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.14,best,fs-lr-0154130,,best,#j-s,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
pc,,2.1.14,.,fs-lr-0154140,,,,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
l,,2.1.15,,ftln-1014,,,,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
w,,2.1.15,This,fs-lr-0154150,,this,#d,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.15,weaves,fs-lr-0154170,,weave,#vvz,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.15,itself,fs-lr-0154190,,itself,#px,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.15,perforce,fs-lr-0154210,,perforce,#av,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.15,into,fs-lr-0154230,,into,#acp-p,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.15,my,fs-lr-0154250,,my,#po,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.15,business,fs-lr-0154270,,business,#n1,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
pc,,2.1.15,.,fs-lr-0154280,,,,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
l,,2.1.16,,ftln-1015,,,,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
w,,2.1.16,My,fs-lr-0154290,,my,#po,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.16,father,fs-lr-0154310,,father,#n1,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.16,hath,fs-lr-0154330,,have,#vvz,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.16,set,fs-lr-0154350,,set,#vvn,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.16,guard,fs-lr-0154370,,guard,#n1,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.16,to,fs-lr-0154390,,to,#acp-cs,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.16,take,fs-lr-0154410,,take,#vvi,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.16,my,fs-lr-0154430,,my,#po,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.16,brother,fs-lr-0154450,,brother,#n1,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
pc,,2.1.16,",",fs-lr-0154460,,,,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
l,,2.1.17,,ftln-1016,,,,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
w,,2.1.17,And,fs-lr-0154470,,and,#cc,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.17,I,fs-lr-0154490,,i,#pns,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.17,have,fs-lr-0154510,,have,#vvb,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.17,one,fs-lr-0154530,,one,#crd,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.17,thing,fs-lr-0154550,,thing,#n1,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.17,of,fs-lr-0154570,,of,#acp-p,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.17,a,fs-lr-0154590,,a,#d,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
w,,2.1.17,queasy,fs-lr-0154610,,queasy,#j,,,,,2,1,#Edmund_Lr,42,#Edmund_Lr
c,,, ,,,,,,,,,2,1,#Edmund_Lr,42,
