tag,type,n,text,xml:id,who,lemma,ana,rendition,part,prev,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.370,confirmed,fs-ado-0133150,,confirm,#j_vn,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
lb,,2.1.371,,ftln-0794,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
w,,2.1.371,honesty,fs-ado-0133160,,honesty,#n1,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.371,.,fs-ado-0133170,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.371,I,fs-ado-0133190,,i,#pns,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.371,will,fs-ado-0133210,,will,#vmb,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.371,teach,fs-ado-0133230,,teach,#vvi,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.371,you,fs-ado-0133250,,you,#pn,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.371,how,fs-ado-0133270,,how,#crq-cs,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.371,to,fs-ado-0133290,,to,#acp-cs,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.371,humor,fs-ado-0133310,,humour,#vvi,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.371,your,fs-ado-0133330,,your,#po,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
lb,,2.1.372,,ftln-0795,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
w,,2.1.372,cousin,fs-ado-0133340,,cousin,#n1,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.372,that,fs-ado-0133360,,that,#cs,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.372,she,fs-ado-0133380,,she,#pns,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.372,shall,fs-ado-0133400,,shall,#vmb,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.372,fall,fs-ado-0133420,,fall,#vvi,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.372,in,fs-ado-0133440,,in,#acp-p,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.372,love,fs-ado-0133460,,love,#n1,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.372,with,fs-ado-0133480,,with,#acp-p,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.372,Benedick,fs-ado-0133500,,Benedick,#n1-nn,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.372,.,fs-ado-0133510,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.372,—,fs-ado-0133520,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
lb,,2.1.373,,ftln-0796,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
w,,2.1.373,And,fs-ado-0133530,,and,#cc,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.373,I,fs-ado-0133550,,i,#pns,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.373,",",fs-ado-0133560,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.373,with,fs-ado-0133580,,with,#acp-p,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.373,your,fs-ado-0133600,,your,#po,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.373,two,fs-ado-0133620,,two,#crd,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.373,helps,fs-ado-0133640,,help,#vvz,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.373,",",fs-ado-0133650,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.373,will,fs-ado-0133670,,will,#vmb,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.373,so,fs-ado-0133690,,so,#av,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.373,practice,fs-ado-0133710,,practise,#vvi,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.373,on,fs-ado-0133730,,on,#acp-p,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
lb,,2.1.374,,ftln-0797,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
w,,2.1.374,Benedick,fs-ado-0133740,,Benedick,#n1-nn,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.374,that,fs-ado-0133760,,that,#cs,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.374,",",fs-ado-0133770,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.374,in,fs-ado-0133790,,in,#acp-p,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.374,despite,fs-ado-0133810,,despite,#n1,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.374,of,fs-ado-0133830,,of,#acp-p,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.374,his,fs-ado-0133850,,his,#po,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.374,quick,fs-ado-0133870,,quick,#j,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.374,wit,fs-ado-0133890,,wit,#n1,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.374,and,fs-ado-0133910,,and,#cc,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.374,his,fs-ado-0133930,,his,#po,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
lb,,2.1.375,,ftln-0798,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
w,,2.1.375,queasy,fs-ado-0133940,,queasy,#j,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.375,stomach,fs-ado-0133960,,stomach,#n1,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.375,",",fs-ado-0133970,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.375,he,fs-ado-0133990,,he,#pns,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.375,shall,fs-ado-0134010,,shall,#vmb,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.375,fall,fs-ado-0134030,,fall,#vvi,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.375,in,fs-ado-0134050,,in,#acp-p,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.375,love,fs-ado-0134070,,love,#n1,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.375,with,fs-ado-0134090,,with,#acp-p,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.375,Beatrice,fs-ado-0134110,,Beatrice,#n1-nn,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.375,.,fs-ado-0134120,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
lb,,2.1.376,,ftln-0799,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
w,,2.1.376,If,fs-ado-0134130,,if,#cs,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.376,we,fs-ado-0134150,,we,#pns,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.376,can,fs-ado-0134170,,can,#vmb,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.376,do,fs-ado-0134190,,do,#vvi,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.376,this,fs-ado-0134210,,this,#d,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.376,",",fs-ado-0134220,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.376,Cupid,fs-ado-0134240,,Cupid,#n1-nn,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.376,is,fs-ado-0134260,,be,#vvz,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.376,no,fs-ado-0134280,,no,#av-x_d,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.376,longer,fs-ado-0134300,,long,#av-c_j,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.376,an,fs-ado-0134320,,a,#d,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.376,archer,fs-ado-0134340,,archer,#n1,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.376,;,fs-ado-0134350,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.376,his,fs-ado-0134370,,his,#po,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
lb,,2.1.377,,ftln-0800,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
w,,2.1.377,glory,fs-ado-0134380,,glory,#n1,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.377,shall,fs-ado-0134400,,shall,#vmb,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.377,be,fs-ado-0134420,,be,#vvi,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.377,ours,fs-ado-0134440,,we,#png,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.377,",",fs-ado-0134450,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.377,for,fs-ado-0134470,,for,#acp-cs,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.377,we,fs-ado-0134490,,we,#pns,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.377,are,fs-ado-0134510,,be,#vvb,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.377,the,fs-ado-0134530,,the,#d,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.377,only,fs-ado-0134550,,only,#av_j,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.377,love,fs-ado-0134570,,love,#n1,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.377,gods,fs-ado-0134590,,god,#n2,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.377,.,fs-ado-0134600,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.377,Go,fs-ado-0134620,,go,#vvb,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
lb,,2.1.378,,ftln-0801,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
w,,2.1.378,in,fs-ado-0134630,,in,#acp-p,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.378,with,fs-ado-0134650,,with,#acp-p,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.378,me,fs-ado-0134670,,i,#pno,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.378,",",fs-ado-0134680,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.378,and,fs-ado-0134700,,and,#cc,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.378,I,fs-ado-0134720,,i,#pns,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.378,will,fs-ado-0134740,,will,#vmb,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.378,tell,fs-ado-0134760,,tell,#vvi,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.378,you,fs-ado-0134780,,you,#pn,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.378,my,fs-ado-0134800,,my,#po,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
c,,, ,,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,
w,,2.1.378,drift,fs-ado-0134820,,drift,#n1,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
pc,,2.1.378,.,fs-ado-0134830,,,,,,,2,1,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado,22,#DonPedro_Ado
stage,exit,SD 2.1.378.1,,stg-0801.1,"{'#Hero_Ado', '#Leonato_Ado', '#DonPedro_Ado', '#Claudio_Ado'}",,,,,,2,1,,23,
w,,SD 2.1.378.1,They,fs-ado-0134840,,,,,,,2,1,,23,
c,,, ,,,,,,,,2,1,,23,
w,,SD 2.1.378.1,exit,fs-ado-0134860,,,,,,,2,1,,23,
pc,,SD 2.1.378.1,.,fs-ado-0134870,,,,,,,2,1,,23,
div,scene,2,,,,,,,,,2,2,,23,
stage,entrance,SD 2.2.0,,stg-0801.2,"{'#Borachio_Ado', '#DonJohn_Ado'}",,,,,,2,2,#Borachio_Ado #DonJohn_Ado,24,
w,,SD 2.2.0,Enter,fs-ado-0134910,,,,,,,2,2,#Borachio_Ado #DonJohn_Ado,24,
c,,, ,,,,,,,,2,2,#Borachio_Ado #DonJohn_Ado,24,
w,,SD 2.2.0,Don,fs-ado-0134930,,,,,,,2,2,#Borachio_Ado #DonJohn_Ado,24,
c,,, ,,,,,,,,2,2,#Borachio_Ado #DonJohn_Ado,24,
w,,SD 2.2.0,John,fs-ado-0134950,,,,,,,2,2,#Borachio_Ado #DonJohn_Ado,24,
c,,, ,,,,,,,,2,2,#Borachio_Ado #DonJohn_Ado,24,
w,,SD 2.2.0,and,fs-ado-0134970,,,,,,,2,2,#Borachio_Ado #DonJohn_Ado,24,
c,,, ,,,,,,,,2,2,#Borachio_Ado #DonJohn_Ado,24,
w,,SD 2.2.0,Borachio,fs-ado-0134990,,,,,,,2,2,#Borachio_Ado #DonJohn_Ado,24,
pc,,SD 2.2.0,.,fs-ado-0135000,,,,,,,2,2,#Borachio_Ado #DonJohn_Ado,24,
